Country Name,Supply Plan Bucket Description,L5 - Product,DataMeasure,Period,Value
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS,2028-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2026-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2027-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS below min MOS Alert,2028-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2026-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2027-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS above max MOS Alert,2028-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2026-08,4390387.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2026-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2026-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2026-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2026-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-06,3108668.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2027-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-02,3118823.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Suggested Replenishment,2028-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2026-08,15.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2026-09,16.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2026-10,15.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2026-11,13.8
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2026-12,12.6
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-01,11.4
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-02,10.4
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-03,9.4
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-04,8.4
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-05,7.4
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-06,15.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-07,14.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-08,13.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-09,12.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-10,11.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-11,9.9
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2027-12,8.8
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-01,7.7
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-02,15.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-03,14.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-04,13.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-05,12.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-06,11.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-07,10.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",Projected MOS with Sugg Repl,2028-08,9.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-02,336013.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-03,351522.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-04,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-05,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-06,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-07,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-08,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-09,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-10,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-11,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2026-12,342399.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-01,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-02,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-03,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-04,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-05,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-06,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-07,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-08,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-09,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-10,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-11,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2027-12,360717.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-01,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-02,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-03,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-04,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-05,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-06,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-07,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Monthly Consumption,2028-08,374428.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Supplies,2026-03,1375000.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Supplies,2026-04,450000.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Supplies,2026-08,800000.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Supplies,2026-12,1553585.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-02,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-03,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-06,630396.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-07,287997.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-08,745598.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-09,403199.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-10,60800.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2026-12,1211186.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-01,850469.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-02,489752.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-03,129035.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-04,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-05,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-06,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-07,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-08,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-09,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-10,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-11,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2027-12,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2028-01,0.0
Malawi,MOH Supply Plan,"Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, Intramuscular",S1 - Projected Inventory,2028-02,0.0
